id.establecimientos;razon.social;nombre.sucursal;direccion;ccz;barrio;cajas;cadena;long;lat;ciudad;depto;id.depto;localidad;superficie (m2)
310;Metalic  S.A.;La Pañalera;Aparicio Saravia 767;NULL;Interior;4;Sin Cadena;-34,45908993;-57,83877175;Colonia del Sacramento;Colonia;5;5320;525
311;Mercado Helvético SRL.;Mercado Helvético;Luis Dreyer 1294;NULL;Interior;4;Sin Cadena;-34,28559402;-57,23120513;Nueva Helvecia;Colonia;5;5421;400
312;Andrés Berton;Quito´s;Artigas 1737;NULL;Interior;3;Sin Cadena;-34,26458292;-57,61024471;Tarariras;Colonia;5;5522;400
313;Mendiverry Latorre Lilian Arlet;Super Pola;Av. Kennedy 2216;NULL;Interior;3;Sin Cadena;-34,2626537;-57,6160941;Tarariras;Colonia;5;5522;100
314;Timana S.A.;Supermercado Giordano;25 de Agosto 871;NULL;Interior;6;Sin Cadena;-33,38060224;-56,51938638;Durazno;Durazno;6;6220;500
315;Clistor S.A.;Supermercado 18;Dr. Herrera 868;NULL;Interior;10;Red Expres;-33,3777972;-56,52526834;Durazno;Durazno;6;6220;700
316;Suc.de Jorge Estefan S.A.;Estefan Supermercados;Alfredo J. Puig 611;NULL;Interior;10;Sin Cadena;-33,51700637;-56,89646542;Trinidad;Flores;7;7320;NULL
317;Suc.de Jorge Estefan S.A.;Estefan Supermercados;Fco. Fondar 785;NULL;Interior;6;Sin Cadena;-33,52062884;-56,89777386;Trinidad;Flores;7;7320;20
318;Silvia Sosa Vinagui;Hiperprecios;Tucumán  y Sanabria;NULL;Interior;3;Sin Cadena;-34,86693335;-55,27445575;Piriápolis;Maldonado;10;10523;44
319;Maraluz S.A.;SUPER UNO;Chiverta y Francia (Parada 3);NULL;Interior;11;Sin Cadena;NULL;NULL;Punta del Este;Maldonado;10;10524;NULL
320;Enfa SRL.;Super Vero;Avda. Gral. Flores 2800;3;Goes;3;Sin Cadena;-34,87668164;-56,17954445;Montevideo;Montevideo;1;1020;NULL
321;Mercadito 5 Hermanos Ltda.;Supermercado 5 Hermanos;Venezuela 1409;1;Aguada;3;Sin Cadena;-34,89344685;-56,1871875;Montevideo;Montevideo;1;1020;NULL
322;Cooperativa Bancaria;Cooperativa Bancaria;Zabala 1367;1;Ciudad Vieja;8;Sin Cadena;-34,90811971;-56,2071816;Montevideo;Montevideo;1;1020;NULL
323;Pradelix S.A.;Super Ariel;Avda. Millán 4499;13;Sayago;4;Red Expres;-34,84246888;-56,20863935;Montevideo;Montevideo;1;1020;297
324;Carroussel SRL.;Super Ariel;Avda. Italia 2883;4;Parque Batlle;4;Red Expres;-34,89031153;-56,15256484;Montevideo;Montevideo;1;1020;310
325;Suaras S.A.;Mayorista Marymar;San Quintín 4276;14;Belvedere;5;Sin Cadena;-34,8550659;-56,22114295;Montevideo;Montevideo;1;1020;NULL
326;Enfa SRL.;Super Vero;Avda. Dr. Luis A. de Herrera 2635;6;Unión;3;Sin Cadena;-34,88061779;-56,15417464;Montevideo;Montevideo;1;1020;NULL
327;Goñi Hnos. SRL.;Supermercado Don Pepe;Avda. José Belloni 5493;11;Manga ;6;Sin Cadena;-34,80526257;-56,13657737;Montevideo;Montevideo;1;1020;NULL
328;Costa y Costa S.A.;Mercadito Rivera;Avda. Gral. Rivera 2798;5;Pocitos;4;Sin Cadena;-34,90330143;-56,15476387;Montevideo;Montevideo;1;1020;NULL
329;SSS Ltda.;Liro 1;Pablo de María 1487;2;Cordón;2;Sin Cadena;-34,9013193;-56,1745803;Montevideo;Montevideo;1;1020;90
330;Klein París SRL.;Supermercado París;Antonio Mario Marquez 5472;13;Sayago;5;Sin Cadena;-34,81874071;-56,22626985;Montevideo;Montevideo;1;1020;NULL
331;Lantieri S.A.;Las Barreras;Camino Ariel 4835;13;Sayago;3;Sin Cadena;-34,83379428;-56,21661452;Montevideo;Montevideo;1;1020;NULL
332;Montevideo Refrescos SRL;Coca-Cola;Camino Carrasco 6173;8;Carrasco Norte;2;Sin Cadena;NULL;NULL;Montevideo;Montevideo;1;1020;NULL
333;Martín Pescador  SRL.;Red Market 8-Martín Pescador;Acevedo Díaz 1076;2;Cordón;3;Red Market;-34,90907539;-56,16578687;Montevideo;Montevideo;1;1020;NULL
334;Fóreman  S.A.;Adonis;Avda. Gral. Flores 4172;11;Mercado Modelo;4;Los Jardines;-34,85309361;-56,16056851;Montevideo;Montevideo;1;1020;NULL
335;Valefyr S.A.;Ecomarket 3;Santa Ana 4108;11;Cerrito;5;Red Expres;-34,85046647;-56,17966021;Montevideo;Montevideo;1;1020;680
336;Verylond S.A.;Supermercado Unicentro;Veraguas 1907;12;Lezica ;8;Sin Cadena;-34,79516932;-56,24969501;Montevideo;Montevideo;1;1020;NULL
337;Pronto Todo S.R.L.;Red Market 5;Ruta 8 km 21 Nº 11152;9;Villa García;3;Red Market;-34,7762695;-56,0499384;Montevideo;Montevideo;1;1020;500
338;Cafanor S.A.;Super Planeta I;Avda. Gral. Rivera 2348;2;Cordón;4;Planeta;-34,90215732;-56,16505861;Montevideo;Montevideo;1;1020;325
339;Alencur S.A.;Supermercado Zum Felde;A. Zum Felde 2063;8;Malvín;4;Sin Cadena;-34,88076115;-56,09914384;Montevideo;Montevideo;1;1020;238
340;Maresca  SRL.;Maresca;Dr. Francisco Simón  2148;6;La Blanqueada;4;Sin Cadena;-34,8867848;-56,14525182;Montevideo;Montevideo;1;1020;350
341;Teribán S.A.;Super Comva;Corrales 3546;11;Ituzaingó;4;Red Expres;-34,85099548;-56,14829219;Montevideo;Montevideo;1;1020;300
342;Bekemar  S.A.;Supermercado Planeta;Andes 1427;1;Centro;6;Sin Cadena;-34,90501002;-56,19845419;Montevideo;Montevideo;1;1020;NULL
343;Cooperativa Municipal;Supermercado MC;Santiago de Chile 1242;2;Barrio Sur;4;Sin Cadena;-34,90750807;-56,18478832;Montevideo;Montevideo;1;1020;NULL
344;Bidenux  S.A.;Super Continente;Avda. José Belloni 4752;10;Sayago;4;Sin Cadena;-34,81716494;-56,13891612;Montevideo;Montevideo;1;1020;NULL
345;Fadoríl S.A.;Nativo;Avda. Gral. Eugenio Garzón 223;14;Belvedere;3;Sin Cadena;-34,84990542;-56,22386044;Montevideo;Montevideo;1;1020;350
346;MADEBIL  S.A.;Red Market 13;Av.  Italia  3896;NULL;Malvín;3;Red Market;-34,8872563;-56,1265762;Montevideo;Montevideo;1;1020;202
347;Lamader S.A.;Super Del Fuerte;Del Fuerte 5302;9;Maroñas;4;Red Expres;-34,85199194;-56,11787889;Montevideo;Montevideo;1;1020;366
348;Orefal S.A.;Supermercado El Tío 1;Avda. Gral. Garibaldi 2511;4;La Blanqueada;4;Red Expres;-34,88561022;-56,16446584;Montevideo;Montevideo;1;1020;500
349;Garcia Santoro;Red Market 10-Grias;Avda. Lezica 6309;12;Colón;3;Red Market;-34,79738532;-56,2472794;Montevideo;Montevideo;1;1020;NULL
350;Graciela y Jose Meijón Ltda.;Supermercado Meijón;Avda. Dr. Luis A. de Herrera 3117;4;La Blanqueada;3;Sin Cadena;-34,87278179;-56,16175448;Montevideo;Montevideo;1;1020;250
351;La Barra Ltda.;Red Market 9-La Barra;Avda. Luis Batlle Berres 230;18;Paso de la Arena;3;Red Market;-34,7886806;-56,35326733;Montevideo;Montevideo;1;1020;NULL
352;Antonio Ameijenda;Red Market 1-Super Totis;Camino Durán 5986;12;Colón ;3;Red Market;-34,7988313;-56,22721328;Montevideo;Montevideo;1;1020;300
353;Palticor S.A.;Supermercado Los 33;Camino Carrasco 4675;9;Malvín;4;Sin Cadena;-34,87136479;-56,11660032;Montevideo;Montevideo;1;1020;NULL
354;Piaggio Mazzali SRL.;La Bohemia 1;Juan Lavalle  551;15;Prado ;2;Sin Cadena;-34,85149227;-56,20638667;Montevideo;Montevideo;1;1020;NULL
355;Radelcor S.A.;Supersol;Orinoco 4888;7;Malvín;5;Sin Cadena;-34,89599562;-56,10139832;Montevideo;Montevideo;1;1020;381
356;Super Ocasión SRL.;Super Ocasión;Francisco Sainz Rosas 4750;9;Jardines del Hipódromo;3;Sin Cadena;-34,85258251;-56,1425173;Montevideo;Montevideo;1;1020;200
357;Super Nuevo Paris SRL.;Super Nuevo Paris;Yugoslavia 899;14;Nuevo París;3;Red Expres;-34,838363;-56,2416141;Montevideo;Montevideo;1;1020;NULL
358;Tedocán S.A.;Super Copact;Juan Paullier 984;2;Parque Rodó;2;Sin Cadena;-34,9109697;-56,1690976;Montevideo;Montevideo;1;1020;NULL
359;Tedocán S.A.;Super Copact;Avda. Agraciada 3199;16;Bella Vista;2;Sin Cadena;NULL;NULL;Montevideo;Montevideo;1;1020;NULL
360;Cooperativa Fuerzas Armadas;COFAS;Eduardo Víctor Haedo 2258;2;Tres Cruces;6;Sin Cadena;-34,89723137;-56,16712218;Montevideo;Montevideo;1;1020;7545
361;Carnicería Marymar  Ltda.;Carnicería Marymar;Avda. Agraciada 4271 A;14;Belvedere;3;Sin Cadena;-34,85562468;-56,22146277;Montevideo;Montevideo;1;1020;NULL
362;KRINORD S.A.;Liro 2;Mercedes 1782;2;Cordón;2;Sin Cadena;-34,9010163;-56,1809895;Montevideo;Montevideo;1;1020;NULL
363;Banedil S.A.;Adonis;Juan Antonio Artigas 4120;14;Paso Molino;4;Los Jardines;-34,8576249;-56,21797252;Montevideo;Montevideo;1;1020;NULL
364;Fabegold S.A.;Super Tico - Fabegold;Avda. 8 de Octubre 3090;4;La Blanqueada;3;Super Tico;-34,88209464;-56,1525954;Montevideo;Montevideo;1;1020;231
365;Baltimar S.A.;Frigorey;A. Zum Felde 2047;8;Malvín;4;Sin Cadena;-34,88101102;-56,09893848;Montevideo;Montevideo;1;1020;430
366;Rodalir S.A.;Super Ariel 3;Avda. Dr. Luis A. de Herrera 2854;4;Larrañaga;3;Red Expres;-34,87661006;-56,15702426;Montevideo;Montevideo;1;1020;189
367;CYR Ltda.;Supermercado Gonzalito;Pérez Castellanos 1478;1;Ciudad Vieja;3;Sin Cadena;-34,9070175;-56,21058958;Montevideo;Montevideo;1;1020;400
368;Solvencia S.A.;Supermercado Don Paulino;Avda. Daniel Fernández Crespo 1685;2;Cordón;4;Sin Cadena;-34,89954592;-56,17691309;Montevideo;Montevideo;1;1020;10
370;Prisma Alimentos & Cia. S.A.;Prisma Alimentos;Avda. Gral. Flores 3327;3;Brazo Oriental;4;Red Expres;-34,86711927;-56,17190544;Montevideo;Montevideo;1;1020;228
371;Cooperativa Magisterial de Consumo;COMAG;Colonia 1730;2;Cordón;5;Sin Cadena;-34,90294547;-56,17909436;Montevideo;Montevideo;1;1020;629
372;Gamabel S.A.;La Bohemia 2;Avda. Millán 4351;11;Prado ;2;Sin Cadena;-34,8453945;-56,20374016;Montevideo;Montevideo;1;1020;280
373;Rochatel S.A.;Supermercado Ruta 9;Sagitario s/n;NULL;Interior;4;Sin Cadena;-34,6563191;-54,1675108;La Paloma;Rocha;14;14722;20
374;Plaza Uno SRL.;Plaza Uno;Viera 86;NULL;Interior;3;Sin Cadena;-31,38674601;-57,96089568;Salto;Salto;15;15120;NULL
375;Carlos E. Zunini y Cia.;Zunimercado;19 de Abril 1897;NULL;Interior;5;Sin Cadena;-31,38694749;-57,95020691;Salto;Salto;15;15120;NULL
376;ADUMEL S.A.;Supermercado Bastion;SARANDI 443;NULL;Interior;3;Sin Cadena;-34,34088444;-56,71267687;San José de Mayo;San José;16;16220;230
377;Opciones Quality S.A.;Supermercado Avenida Norte;Artigas s/n esq. Manuel de Rodríguez;NULL;Interior;5;Red Expres;-34,33330689;-56,7175866;San José de Mayo;San José;16;16220;NULL
378;Menarr SRL.;Autoservicio Peatonal;Asamblea 560;NULL;Interior;3;Sin Cadena;-34,34019798;-56,71414966;San José de Mayo;San José;16;16220;NULL
379;José María González SRL.;Supermercado Avenida Sur;Herrera 480 (Treinta y Tres esq. Herrera);NULL;Interior;4;Red Expres;-34,34424147;-56,71361134;San José de Mayo;San José;16;16220;NULL
381;Barlisol S.A.;El Manjar Express;18 de Julio 430;NULL;Interior;3;Sin Cadena;-31,71839927;-55,98616806;Tacuarembó;Tacuarembó;18;18220;NULL
383;LOLIFER S.A.;Frigo - Sayago ;Cno. Ariel 4835;NULL;Sayago;6;Frigo;-34,8337195;-56,2187858;Montevideo;Montevideo;1;1020;370
385;ARDAL S.A.;SUPERMERCADO FENIX;Rondeau 2132 ;NULL;Centro;3;Sin Cadena;-34,8908196;-56,1950466;Montevideo;Montevideo;1;1020;200
386;PILECOR S.A.;Super del Fuerte;Del Fuerte 5302;9;Maroñas;4;Red Expres;-34,8519552;-56,1176727;Montevideo;Montevideo;3;3959;290
398;Polakof  y Cía.  S.A.;El Dorado - Rocha Ruta;Ruta 9 Km. 207;NULL;Interior;3;El Dorado;-34,4793447;-54,3496328;Rocha;Rocha;14;14320;384
399;Polakof  y Cía.  S.A.;El Dorado - Florencio Sánchez ;Florencio Sanchez 150 ;NULL;Interior;3;El Dorado;-34,479346;-54,3332175;Rocha;Rocha;14;14320;274
415;Ta-Ta SA;Ta - Ta - Hiper Salto II;Grito de Ascencio 1499;NULL;Interior;10;Ta - Ta;-31,3728624;-57,9672763;Salto;Salto;15;15120;NULL
416;Obacor S.A.;Supercoco;Cesar Mayo Gutierrez S/N;NULL;Interior;5;Sin Cadena;-34,7567721;-56,2361593;La Paz;Canelones;3;3321;NULL
419;Ta-Ta SA;Ta - Ta Mercado Agrícola;Jose L Terra 2220;NULL;Goes;7;Ta - Ta;34,8867458;-56,1850919;Montevideo;Montevideo;1;1020;558
420;DALTIRO S.A.;El Clon - Rivera;33 Orientales 1060;NULL;Interior;4;El Clon;-30,9006761;-55,5449124;Rivera;Rivera;13;13220;NULL
421;DALTIRO S.A.;El Clon - Tranqueras;18 de Julio s/nº;NULL;Interior;2;El Clon;-31,1656156;-55,7661092;Tranqueras;Rivera;13;13522;NULL
422;EDANUR SA;Supermercado Abril;Av. Río de la Plata 131;NULL;Interior;7;Sin Cadena;-34,7631664;-56,3982541;Ciudad del Plata;San José;16;16824;450
423;DALTIRO S.A.;El Clon - Nuevocentro;Luis Alberto de Herrera 3365 ;NULL;Mercado Modelo;2;El Clon;-34,8698944;-56,1674027;Montevideo;Montevideo;1;1020;NULL
428;DALTIRO S.A.;EL Clon - Costa Urbana;Av. Giannattassio 21 local 285;NULL;Interior;1;El Clon;-34,8437977;-55,9985533;Ciudad de la Costa;Canelones;3;3831;297
429;Odaler S.A.;Hipermercado Géant ;Gualeguay 3350 006;NULL;Brazo Oriental;34;Géant;-34,8679708;-56,1723261;Montevideo;Montevideo;1;1020;NULL
430;Macromercado Mayorista S.A.;Macromercado Mayorista - Rivera;Julio M. Sosa 1726;NULL;Interior;26;Macromercado Mayorista;-30,9211011;-55,5419035;Rivera;Rivera;13;13220;NULL
432;Ageran SA;Supermercado El Tio II;Garibaldi 2876;NULL;Parque Batlle ;4;Red Expres;-34,8904831;-56,1574807;Montevideo;Montevideo;1;1020;270
433;Polakof  y Cía.  S.A.;El Dorado - General Artigas;Gral. Artigas  1069;NULL;Interior;8;El Dorado;-34,4815129;-54,3349959;Rocha;Rocha;14;14320;NULL
480;Polakof  y Cía.  S.A.;El Dorado - Antares;Av. Nicolas Solari esq. Antares;NULL;Interior;7;El Dorado;-34,6605601;-54,1565232;La Paloma;Rocha;14;14722;750
481;Polakof  y Cía.  S.A.;El Dorado - Playa Pascual;Río de la Plata esq. Acuña de Figueroa;NULL;Interior;6;El Dorado;-34,7414009;-56,4519864;Ciudad del Plata;San José;16;16824;600
482;Supermercados Disco del Uruguay S.A.;Disco - LIBERTAD;Wilson Ferreira Aldunate esq. José E. Rodó ;NULL;Interior;7;Disco;-34,6374654;-56,6206929;Libertad;San José;16;16421;748
483;Mercados Devoto S.A.;Devoto Express - 21 de Setiembre;21 de Setiembre 2715;NULL;Punta Carretas;2;Devoto Express;-34,91703959;-56,15789414;Montevideo;Montevideo;1;1020;200
484;Mercados Devoto S.A.;Devoto Express - Rivera;Av. Gral. Rivera 3482 ;NULL;Pocitos;2;Devoto Express;-34,9013653;-56,1390187;Montevideo;Montevideo;1;1020;192
485;Mercados Devoto S.A.;Devoto Express - 18 de Julio;18 de Julio 2010 ;NULL;Cordón;3;Devoto Express;-34,9005732;-56,1723603;Montevideo;Montevideo;1;1020;199
486;Mercados Devoto S.A.;Devoto Express - Benito Blanco;Benito Blanco 921 ;NULL;Pocitos;2;Devoto Express;-34,9136383;-56,1488337;Montevideo;Montevideo;1;1020;145
487;Mercados Devoto S.A.;Devoto Express - Yi;Yi 1471 ;NULL;Centro;3;Devoto Express;-34,9034457;-56,1893865;Montevideo;Montevideo;1;1020;199
488;Mercados Devoto S.A.;Devoto Express - Bulevar y Canelones;Br. Artigas 1205 ;NULL;Cordón;3;Devoto Express;-34,9083846;-56,1633164;Montevideo;Montevideo;1;1020;200
489;Mercados Devoto S.A.;Devoto Express - Cassinoni;M. Cassinoni 1673 ;NULL;Tres Cruces;3;Devoto Express;-34,8962538;-56,1661032;Montevideo;Montevideo;1;1020;192
490;Mercados Devoto S.A.;Devoto Express - Gorlero;Gorlero esq. Calle 25;NULL;Interior;3;Devoto Express;-34,9619529;-54,9434181;Punta del Este;Maldonado;10;10524;148
491;Mercados Devoto S.A.;Devoto Express - Mercedes;Mercedes 949 ;NULL;Centro;3;Devoto Express;-34,9043274;-56,1960812;Montevideo;Montevideo;1;1020;155
492;Mercados Devoto S.A.;Devoto Express - 18 y Vazquez;18 de Julio 1492 ;NULL;Centro;3;Devoto Express;-34,9049206;-56,1836491;Montevideo;Montevideo;1;1020;193
493;Mercados Devoto S.A.;Devoto Express - Bulevar y Nicaragua;Br. Artigas 1986 ;NULL;Tres Cruces;3;Devoto Express;-34,8924996;-56,1651425;Montevideo;Montevideo;1;1020;143
494;Mercados Devoto S.A.;Devoto Express - Atlántida;Calle 20 esq. Calle 1;NULL;Interior;4;Devoto Express;-34,7695189;-55,7555706;Atlántida;Canelones;3;3621;198
499;USSEL S.A.;FROG 2;Libano 1428 ;NULL;Punta Gorda;2;Frog;-34,8939952;-56,0715016;Montevideo;Montevideo;1;1020;200
500;USSEL S.A.;FROG 1;Av. Brasil 2968 ;NULL;Pocitos;3;Frog;-34,9115295;-56,1514363;Montevideo;Montevideo;1;1020;140
501;USSEL S.A.;FROG 3;Av. Rivera 3090;NULL;Pocitos;4;Frog;-34,9031063;-56,1511507;Montevideo;Montevideo;1;1020;200
502;USSEL S.A.;FROG 4;Gariel Pereira 3234;NULL;Pocitos;3;Frog;-34,9102968;-56,1492743;Montevideo;Montevideo;1;1020;NULL
503;USSEL S.A.;FROG 6;Pérez Castellano 1478;NULL;Ciudad Vieja;4;Frog;-34,9071259;-56,2128861;Montevideo;Montevideo;1;1020;200
504;USSEL S.A.;FROG 7;Cavia 3058;NULL;Pocitos;3;Frog;-34,9135478;-56,1534973;Montevideo;Montevideo;1;1020;150
505;USSEL S.A.;FROG 8;Pérez Castellano 1473;NULL;Ciudad Vieja;1;Frog;-34,9071757;-56,2130347;Montevideo;Montevideo;1;1020;35
506;USSEL S.A.;FROG 9;Gonzalo Ramírez 1345;NULL;Barrio Sur;3;Frog;-34,9121608;-56,1884416;Montevideo;Montevideo;1;1020;214
507;USSEL S.A.;FROG 10;Gabriela Mistral 2201;NULL;Interior;4;Frog;-34,8647635;-56,0531751;Ciudad de la Costa;Canelones;3;3831;220
508;USSEL S.A.;FROG 11;Gabrel Pereira 2984;NULL;Pocitos;3;Frog;-34,9064626;-56,1530187;Montevideo;Montevideo;1;1020;130
509;USSEL S.A.;FROG 12;Bvar Artigas 3750;NULL;Atahualpa;3;Frog;-34,8707988;-56,1868494;Montevideo;Montevideo;1;1020;200
510;Vasiliki S.A,;EL REMATE ;Torres Garcia y Wilson Ferreira Aldunate;NULL;Interior ;3;Sin Cadena;-34,7245466;-56,213898;Las Piedras;Canelones;3;3221;NULL
512;Mercados Devoto S.A.;Devoto Express - Piedras;Piedras 266 ;NULL;Ciudad Vieja;3;Devoto Express;-34,9061898;-56,2117613;Montevideo;Montevideo;1;1020;198
513;Clistor S.A.;Supermercado 18;Pablo Galarza 653 ;NULL;Interior;6;Red Expres;-33,38617018;-56,52461142;Durazno;Durazno;6;6220;400
514;Coboe S.A.;Farmashop 1;Camino Ariel 4626 ;NULL;Sayago;4;Farmashop;-34,83494;-56,212849;Montevideo;Montevideo;1;1020;81
515;Coboe S.A.;Farmashop 2;Ruta 8 km. 30.500 ;NULL;Interior;2;Farmashop;-34,7146;-55,958447;Pando;Canelones;3;3322;105
516;Coboe S.A.;Farmashop 3;Av. Rivera 2755;NULL;Parque Batlle;4;Farmashop;-34,90277;-56,155118;Montevideo;Montevideo;1;1020;280
517;Coboe S.A.;Farmashop 4;Av. Fco. Piria ;NULL;Interior;3;Farmashop;-34,86453;-55,269655;Piriápolis;Maldonado;10;10523;90
518;Coboe S.A.;Farmashop 5;Agraciada  3655;NULL;Prado ;3;Farmashop;-34,86502;-56,209881;Montevideo;Montevideo;1;1020;56
519;Coboe S.A.;Farmashop 6;Av. Italia  6958;NULL;Carrasco;3;Farmashop;-34,87699;-56,057317;Montevideo;Montevideo;1;1020;42
520;Coboe S.A.;Farmashop 7;Av. Roosevelt 10;NULL;Interior;4;Farmashop;-34,93358;-54,939508;Punta del Este;Maldonado;10;10524;92
521;Coboe S.A.;Farmashop 8;Pagola 3205;NULL;Pocitos;3;Farmashop;-34,90698;-56,145643;Montevideo;Montevideo;1;1020;114
522;Coboe S.A.;Farmashop 9;Av. Suárez  3458;NULL;Prado ;2;Farmashop;-34,86326;-56,196026;Montevideo;Montevideo;1;1020;49
523;Coboe S.A.;Farmashop 10;San Martín 3083;NULL;Goes;2;Farmashop;-34,86717;-56,181048;Montevideo;Montevideo;1;1020;NULL
524;Coboe S.A.;Farmashop 11;Luís A. de Herrera  2368;NULL;La Blanqueada;6;Farmashop;-34,88417;-56,150707;Montevideo;Montevideo;1;1020;268
525;Coboe S.A.;Farmashop 12;Juan Benito Blanco 1098;NULL;Pocitos;2;Farmashop;-34,91099;-56,147274;Montevideo;Montevideo;1;1020;61
526;Coboe S.A.;Farmashop 13;Scosería  2614;NULL;Pocitos;2;Farmashop;-34,91483;-56,155679;Montevideo;Montevideo;1;1020;148
527;Coboe S.A.;Farmashop 14;Enrique Legrand 5085;NULL;Malvín;2;Farmashop;-34,88949;-56,097571;Montevideo;Montevideo;1;1020;37
528;Coboe S.A.;Farmashop 15;21 de Setiembre 2867;NULL;Pocitos;2;Farmashop;-34,91887;-56,155491;Montevideo;Montevideo;1;1020;62
529;Coboe S.A.;Farmashop 16;Arocena  1657;NULL;Carrasco;3;Farmashop;-34,88727;-56,057655;Montevideo;Montevideo;1;1020;47
530;Coboe S.A.;Farmashop 17;ANCAP Maldonado. Roosevelt. ;NULL;Interior;6;Farmashop;-34,9141;-54,960909;Punta del Este;Maldonado;10;10524;258
531;Coboe S.A.;Farmashop 18;Avenida Brasil 2851;NULL;Pocitos;2;Farmashop;-34,91002;-56,152524;Montevideo;Montevideo;1;1020;57
532;Coboe S.A.;Farmashop 19;Almería 4701;NULL;Malvín;4;Farmashop;-34,89445;-56,107683;Montevideo;Montevideo;1;1020;176
533;Coboe S.A.;Farmashop 20;Av. Italia  2490;NULL;Tres Cruces;5;Farmashop;-34,89457;-56,163743;Montevideo;Montevideo;1;1020;221
534;Coboe S.A.;Farmashop 21;Colonia 903;NULL;Centro;4;Farmashop;-34,90527;-56,197003;Montevideo;Montevideo;1;1020;72
535;Coboe S.A.;Farmashop 22;Luis Franzini 806;NULL;Pocitos;3;Farmashop;-34,91635;-56,158356;Montevideo;Montevideo;1;1020;61
536;Coboe S.A.;Farmashop 23;Agraciada  4269;NULL;Prado ;2;Farmashop;-34,85428;-56,221963;Montevideo;Montevideo;1;1020;83
537;Coboe S.A.;Farmashop 24;21 de Setiembre 2459;NULL;Parque Rodó;2;Farmashop;-34,91338;-56,16203;Montevideo;Montevideo;1;1020;81
538;Coboe S.A.;Farmashop 25;Av. Rivera  4241;NULL;Buceo;2;Farmashop;-34,89591;-56,122049;Montevideo;Montevideo;1;1020;71
539;Coboe S.A.;Farmashop 26;Bvar. España 2856;NULL;Pocitos;3;Farmashop;-34,91452;-56,152047;Montevideo;Montevideo;1;1020;59
540;Coboe S.A.;Farmashop 27;Garzón 1925;NULL;Colón ;5;Farmashop;-34,8067;-56,222106;Montevideo;Montevideo;1;1020;150
541;Coboe S.A.;Farmashop 28;8 de Octubre 3268;NULL;La Blanqueada;6;Farmashop;-34,88068;-56,149998;Montevideo;Montevideo;1;1020;360
542;Coboe S.A.;Farmashop 29;8 de Octubre 3749;NULL;Unión;5;Farmashop;-34,87511;-56,140752;Montevideo;Montevideo;1;1020;223
543;Coboe S.A.;Farmashop 30;Rivera  609;NULL;Interior;2;Farmashop;-34,72724;-56,215899;Las Piedras;Canelones;3;3221;NULL
544;Coboe S.A.;Farmashop 31;Av. Artigas 539;NULL;Interior;2;Farmashop;-34,72678;-56,214349;Las Piedras;Canelones;3;3221;56
545;Coboe S.A.;Farmashop 32;Cno. Carrasco 4473;NULL;Malvín;2;Farmashop;-34,87266;-56,122168;Montevideo;Montevideo;1;1020;88
546;Coboe S.A.;Farmashop 33;18 de Julio  1487;NULL;Unión;3;Farmashop;-34,90477;-56,183811;Montevideo;Montevideo;1;1020;NULL
547;Coboe S.A.;Farmashop 34;8 de Octubre 4002;NULL;Unión;2;Farmashop;-34,87212;-56,135622;Montevideo;Montevideo;1;1020;70
548;Coboe S.A.;Farmashop 35;Av. Gral. Artigas 1068;NULL;Interior;2;Farmashop;-34,72446;-55,958874;Pando;Canelones;3;3322;NULL
549;Coboe S.A.;Farmashop 36;San Martín 3402;NULL;Brazo Oriental;2;Farmashop;-34,86314;-56,178955;Montevideo;Montevideo;1;1020;42
550;Coboe S.A.;Farmashop 37;8 de Octubre 3439;NULL;Unión;2;Farmashop;-34,87924;-56,147589;Montevideo;Montevideo;1;1020;141
551;Coboe S.A.;Farmashop 38;Av. Sarmiento 2445;NULL;Parque Rodó;1;Farmashop;-34,91442;-56,160366;Montevideo;Montevideo;1;1020;NULL
552;Coboe S.A.;Farmashop 39;Av. Brasil 2703;NULL;Pocitos;2;Farmashop;-34,9084;-56,155533;Montevideo;Montevideo;1;1020;NULL
553;Coboe S.A.;Farmashop 40;Gabriel Pereira 3209;NULL;Pocitos;2;Farmashop;-34,91001;-56,147149;Montevideo;Montevideo;1;1020;38
554;Coboe S.A.;Farmashop 41;25 de mayo 293;NULL;Interior;2;Farmashop;-31,71424;-55,983073;Tacuarembó;Tacuarembó;18;18220;NULL
555;Coboe S.A.;Farmashop 42;Av. Luis P. Ponce 1507;NULL;Parque Batlle;2;Farmashop;-34,90027;-56,159597;Montevideo;Montevideo;1;1020;61
556;Coboe S.A.;Farmashop 43;18 de Julio 1331;NULL;Malvín;2;Farmashop;-34,90559;-56,187317;Montevideo;Montevideo;1;1020;NULL
557;Coboe S.A.;Farmashop 44;Gral. Flores 3315;NULL;Brazo Oriental;2;Farmashop;-34,86634;-56,171962;Montevideo;Montevideo;1;1020;25
558;Coboe S.A.;Farmashop 45;Barra de Carrasco  Av. del Parque 77  ;NULL;Interior;3;Farmashop;-34,86884;-56,021134;Parque Carrasco;Canelones;3;3727;136
559;Coboe S.A.;Farmashop 46;Presidente Berro 530;NULL;Interior;3;Farmashop;-34,8902;-56,056453;Trinidad;Flores;7;7320;NULL
560;Coboe S.A.;Farmashop 47;Av. Italia  3428;NULL;La Blanqueada;2;Farmashop;-34,88759;-56,143421;Montevideo;Montevideo;1;1020;53
561;Coboe S.A.;Farmashop 48;Legrand 4856;NULL;Malvín;2;Farmashop;-34,88807;-56,10321;Montevideo;Montevideo;1;1020;46
